,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,model
97-50521,0.5534683077862274,0.6704107061001077,-2.710324356146029,0.1715422379547993,-0.2310949864884099,0.0088750132736096,-0.0138262566956293,-1.0912298943646517,-0.2749285491096324,p3t2
97-50522,0.7373755723363524,0.9068889110633026,-0.6643423613173782,0.3961756399400338,0.3145159084998247,0.3288453853025926,0.3222217751324949,0.1342503461327943,0.3073396265120673,p3t2
97-50523,189.4774683109958,390.451202045222,-371653.8270893153,533.4262201168261,-207.98057200668,-0.0090768649471888,-0.0395301138197834,-1474.8889365942612,-2.22775989637408,p3t1
97-50524,0.3227512851517424,0.5194344604722206,0.0778486826833586,0.3662019592789828,0.4742111678663468,0.3478632554880664,0.3590488088732612,0.4783899681373261,0.6027427982592343,p3t1
97-50525,0.205358484321241,0.3219665386628758,0.2505796821450032,0.470026788342171,0.4034023444729088,0.3399887240023442,0.3931319783819646,0.0005386245158881,0.0836326586807812,p3t2
97-50537,0.493257688340785,0.7563184735099749,0.1542484520519604,0.3517871562114086,0.2892998701152289,0.3607696489146923,0.3168793248554406,0.0083821465176215,0.1495262925985435,p3t2
97-50581,0.1215362252622351,0.1917560454727584,-0.4516595961396816,0.3564131501860967,0.3795530124785916,0.29418702229268,0.3105318180243857,0.205328912011025,0.4129258435863548,p3t2
97-50651,0.3156990189211712,0.5598846676378368,0.3815268171010061,0.6814830461716516,0.703550475196371,0.6882279344340108,0.7069632218270602,0.6875544169810227,0.8770209261841836,p3t1
97-50660,0.2199950638559596,0.3810602332160997,0.4752847629348662,0.6885451498028533,0.6874163256578725,0.6956141028823072,0.7208990079422029,0.6346415137379121,0.9045455952306156,p3t1
97-50704,0.1440532591730626,0.1697151382590851,0.7131144818742736,1.2674401595694698,0.7407030082098354,1.076300101627691,1.157498840564921,0.0002162079677052,0.0497052088074919,p3t1
97-50734,0.1538944196379685,0.2038467778813852,0.4650924281369072,0.7716335708516756,1.055523836157628,1.0466922961218017,0.9475335015026914,2.1817636112492687,1.2434394886167124,p3t1
97-50785,0.0536638518257801,0.1038028137082951,0.8003030360430655,0.7503682700081661,0.7614182479859373,0.7454018795205464,0.726222232077879,0.2909617038286212,0.8474616003310215,p1t2
97-50786,0.0528863155442849,0.0732964422279674,0.8040173857111887,0.9725774870338566,0.7017825867573532,0.8530668708741866,0.9368131320333156,-2.5776608527557505e-06,0.002784984779951,p3t2
97-50787,0.1178793472823633,0.1320171865705784,0.7405809215642725,0.907007080342897,1.418087770815163,1.0700974493136433,1.0887825553733983,3.9118798345392425,1.649805864763734,p3t2
97-50788,0.0511883757422672,0.0675804523589578,0.8023255940714865,1.1123217255688498,0.7275858122383396,1.136830651599008,1.0676778474372788,7.42319380041577e-08,0.0028872068271579,p3t1
97-50809,0.1918653315583117,0.2076825392838437,0.7924607667085914,1.0023439273294528,1.2855236494814164,1.1167430998604737,1.145017460051004,1.8939915111791288,1.2520219281308405,p3t1
97-50875,0.0251927803392386,0.0488940422517525,0.8837341170036428,0.7998741814705284,0.6843071211930692,0.809215838665121,0.8019566077296252,-0.0093748631272078,-1.1987485499360473e-15,p3t2
97-51110,0.2862316561092698,0.3688613558992469,0.3937976505915052,0.79188387994975,0.3275678453769087,0.8673344729834139,0.6647097138896488,-3.6857163112494594e-14,3.659091076828257e-09,p3t1
97-51146,0.1697775104940382,0.3015020765126886,-0.8489392940371328,0.4016015628614305,0.0165785727756278,0.2649929738702256,0.1931220117651444,-5.772990594939461,4.894550263945705e-13,p3t2
97-51156,0.1350235794758706,0.3170865351787979,0.6177405197688797,0.7670108643560922,0.67745581073467,0.7174147799769272,0.7333390430956794,-0.0012949259690909,3.680245843468066e-09,p3t2
97-51162,0.1911549080245258,0.2956342654455061,0.1891699943372982,0.4664663923971368,0.2605246520774846,0.5023031956342175,0.4167849227968017,-1.2791926924140128e-13,2.911373729299027e-10,p3t2
97-51163,0.1166920186803111,0.1870586732619728,0.5863630108348256,0.8510152320196036,0.5618080929345279,0.7091219816908332,0.7746707958266018,-1.509556508112899e-13,1.0688203375853143e-09,p3t2
97-51166,0.0348456673536676,0.0970830326000056,0.760044203553191,0.871603947041633,0.7576243027046524,0.9945216036932408,0.8540707719704421,-0.0046889392651994,1.3679163455116852e-05,p3t1
97-51173,0.1994449449730009,0.3551831943725774,-1.878529271399918,0.48731706359701,-0.3398249021588073,0.0002490747225886,7.145483463916458e-05,-4.771943112466279,-1.863816975581592e-07,p3t2
97-51442,0.2049059078933738,0.3493642079141611,0.477234300082762,0.7636625842151122,0.519986028246231,0.6291108178882665,0.6992835102784991,-0.0093804437927836,4.33615702189948e-07,p3t2
97-51451,0.2059710886859178,0.3589432339508152,0.4238996461252131,0.7146177455261693,0.4541181717800578,0.7178398469750358,0.6771745135168485,-0.000136836971136,0.0010799560744282,p3t2
97-51512,0.1404801405451192,0.2027541378758242,0.4815943980149607,0.9129805342966733,0.5125146015903733,0.7720907543482436,0.7686526042966987,1.637936621534331e-13,3.382652368458602e-05,p3t2
97-90384,8465.071725959,10072.76783286814,-3297351769.871404,31122.460795879266,-25278.75875294427,0.0710200206317753,-0.0071851467878998,-59859.059541842806,-41056.30063374739,p3t2
98-50108,0.2443380494703653,0.5077747264241873,0.1141334927823332,0.3618873382392529,0.2182795442191488,0.4633854350425362,0.3330232470347797,-6.653797377723931e-13,3.262392015715131e-07,p3t1
AIRPORT1,0.0559590963459627,0.0597850466457488,0.9128992286428298,0.9647413119791096,0.8375339502272209,0.8985116606965007,0.9002127776096505,0.6463156933155197,0.7864726786000217,p3t2
